Type,Year,Qtr,Order Type,Proceeding_type,Petitioners_Gender,Children_Involved,Contested,Count
Petitions,2010,1,n/a,Nullity of marriage,Female,Yes,,8
Petitions,2010,1,n/a,Nullity of marriage,Male,No,,20
Petitions,2010,1,n/a,Nullity of marriage,Male,Yes,,8
Petitions,2010,1,n/a,Nullity of marriage,Unknown/Unspecified,No,,1
Petitions,2010,2,n/a,Dissolution of marriage,Female,No,,9412
Petitions,2010,2,n/a,Dissolution of marriage,Female,Yes,,12485
Petitions,2010,2,n/a,Dissolution of marriage,Male,No,,6274
Petitions,2010,2,n/a,Dissolution of marriage,Male,Yes,,5213
Petitions,2010,2,n/a,Dissolution of marriage,Unknown/Unspecified,No,,28
Petitions,2010,2,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,1
Petitions,2010,2,n/a,Judicial separation,Female,No,,32
Petitions,2010,2,n/a,Judicial separation,Female,Yes,,31
Petitions,2010,2,n/a,Judicial separation,Male,No,,9
Petitions,2010,2,n/a,Judicial separation,Male,Yes,,5
Petitions,2010,2,n/a,Nullity of marriage,Female,No,,44
Petitions,2010,2,n/a,Nullity of marriage,Female,Yes,,11
Petitions,2010,2,n/a,Nullity of marriage,Male,No,,25
Petitions,2010,2,n/a,Nullity of marriage,Male,Yes,,2
Petitions,2010,3,n/a,Dissolution of marriage,Female,No,,10034
Petitions,2010,3,n/a,Dissolution of marriage,Female,Yes,,12863
Petitions,2010,3,n/a,Dissolution of marriage,Male,No,,6527
Petitions,2010,3,n/a,Dissolution of marriage,Male,Yes,,5263
Petitions,2010,3,n/a,Dissolution of marriage,Unknown/Unspecified,No,,71
Petitions,2010,3,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,3
Petitions,2010,3,n/a,Judicial separation,Female,No,,25
Petitions,2010,3,n/a,Judicial separation,Female,Yes,,21
Petitions,2010,3,n/a,Judicial separation,Male,No,,12
Petitions,2010,3,n/a,Judicial separation,Male,Yes,,7
Petitions,2010,3,n/a,Nullity of marriage,Female,No,,47
Petitions,2010,3,n/a,Nullity of marriage,Female,Yes,,5
Petitions,2010,3,n/a,Nullity of marriage,Male,No,,32
Petitions,2010,3,n/a,Nullity of marriage,Male,Yes,,3
Petitions,2010,4,n/a,Dissolution of marriage,Female,No,,8635
Petitions,2010,4,n/a,Dissolution of marriage,Female,Yes,,11501
Petitions,2010,4,n/a,Dissolution of marriage,Male,No,,5775
Petitions,2010,4,n/a,Dissolution of marriage,Male,Yes,,4773
Petitions,2010,4,n/a,Dissolution of marriage,Unknown/Unspecified,No,,57
Petitions,2010,4,n/a,Judicial separation,Female,No,,41
Petitions,2010,4,n/a,Judicial separation,Female,Yes,,24
Petitions,2010,4,n/a,Judicial separation,Male,No,,13
Petitions,2010,4,n/a,Judicial separation,Male,Yes,,7
Petitions,2010,4,n/a,Nullity of marriage,Female,No,,28
Petitions,2010,4,n/a,Nullity of marriage,Female,Yes,,10
Petitions,2010,4,n/a,Nullity of marriage,Male,No,,25
Petitions,2010,4,n/a,Nullity of marriage,Male,Yes,,1
Petitions,2010,4,n/a,Nullity of marriage,Unknown/Unspecified,Yes,,1
Petitions,2011,1,n/a,Dissolution of marriage,Female,No,,9724
Petitions,2011,1,n/a,Dissolution of marriage,Female,Yes,,13038
Petitions,2011,1,n/a,Dissolution of marriage,Male,No,,6461
Petitions,2011,1,n/a,Dissolution of marriage,Male,Yes,,5401
Petitions,2011,1,n/a,Dissolution of marriage,Unknown/Unspecified,No,,34
Petitions,2011,1,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,2
Petitions,2011,1,n/a,Judicial separation,Female,No,,29
Petitions,2011,1,n/a,Judicial separation,Female,Yes,,35
Petitions,2011,1,n/a,Judicial separation,Male,No,,8
Petitions,2011,1,n/a,Judicial separation,Male,Yes,,7
Petitions,2011,1,n/a,Judicial separation,Unknown/Unspecified,No,,2
Petitions,2011,1,n/a,Nullity of marriage,Female,No,,34
Petitions,2011,1,n/a,Nullity of marriage,Female,Yes,,9
Petitions,2011,1,n/a,Nullity of marriage,Male,No,,32
Petitions,2011,1,n/a,Nullity of marriage,Male,Yes,,3
Petitions,2011,2,n/a,Dissolution of marriage,Female,No,,8427
Petitions,2011,2,n/a,Dissolution of marriage,Female,Yes,,10706
Petitions,2011,2,n/a,Dissolution of marriage,Male,No,,5817
Petitions,2011,2,n/a,Dissolution of marriage,Male,Yes,,4521
Petitions,2011,2,n/a,Dissolution of marriage,Unknown/Unspecified,No,,28
Petitions,2011,2,n/a,Judicial separation,Female,No,,28
Petitions,2011,2,n/a,Judicial separation,Female,Yes,,23
Petitions,2011,2,n/a,Judicial separation,Male,No,,7
Petitions,2011,2,n/a,Judicial separation,Male,Yes,,4
Petitions,2011,2,n/a,Nullity of marriage,Female,No,,30
Petitions,2011,2,n/a,Nullity of marriage,Female,Yes,,11
Petitions,2011,2,n/a,Nullity of marriage,Male,No,,27
Petitions,2011,2,n/a,Nullity of marriage,Male,Yes,,2
Petitions,2011,3,n/a,Dissolution of marriage,Female,No,,9894
Petitions,2011,3,n/a,Dissolution of marriage,Female,Yes,,12476
Petitions,2011,3,n/a,Dissolution of marriage,Male,No,,6685
Petitions,2011,3,n/a,Dissolution of marriage,Male,Yes,,5443
Petitions,2011,3,n/a,Dissolution of marriage,Unknown/Unspecified,No,,35
Petitions,2011,3,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,2
Petitions,2011,3,n/a,Judicial separation,Female,No,,13
Petitions,2011,3,n/a,Judicial separation,Female,Yes,,19
Petitions,2011,3,n/a,Judicial separation,Male,No,,2
Petitions,2011,3,n/a,Judicial separation,Male,Yes,,6
Petitions,2011,3,n/a,Nullity of marriage,Female,No,,57
Petitions,2011,3,n/a,Nullity of marriage,Female,Yes,,6
Petitions,2011,3,n/a,Nullity of marriage,Male,No,,27
Petitions,2011,3,n/a,Nullity of marriage,Male,Yes,,1
Petitions,2011,4,n/a,Dissolution of marriage,Female,No,,8606
Petitions,2011,4,n/a,Dissolution of marriage,Female,Yes,,11040
Petitions,2011,4,n/a,Dissolution of marriage,Male,No,,5928
Petitions,2011,4,n/a,Dissolution of marriage,Male,Yes,,5003
Petitions,2011,4,n/a,Dissolution of marriage,Unknown/Unspecified,No,,37
Petitions,2011,4,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,1
Petitions,2011,4,n/a,Judicial separation,Female,No,,22
Petitions,2011,4,n/a,Judicial separation,Female,Yes,,19
Petitions,2011,4,n/a,Judicial separation,Male,No,,5
Petitions,2011,4,n/a,Judicial separation,Male,Yes,,1
Petitions,2011,4,n/a,Nullity of marriage,Female,No,,53
Petitions,2011,4,n/a,Nullity of marriage,Female,Yes,,7
Petitions,2011,4,n/a,Nullity of marriage,Male,No,,41
Petitions,2011,4,n/a,Nullity of marriage,Male,Yes,,4
Petitions,2011,4,n/a,Nullity of marriage,Unknown/Unspecified,No,,1
Petitions,2012,1,n/a,Dissolution of marriage,Female,No,,9598
Petitions,2012,1,n/a,Dissolution of marriage,Female,Yes,,12083
Petitions,2012,1,n/a,Dissolution of marriage,Male,No,,6581
Petitions,2012,1,n/a,Dissolution of marriage,Male,Yes,,5416
Petitions,2012,1,n/a,Dissolution of marriage,Unknown/Unspecified,No,,30
Petitions,2012,1,n/a,Judicial separation,Female,No,,12
Petitions,2012,1,n/a,Judicial separation,Female,Yes,,29
Petitions,2012,1,n/a,Judicial separation,Male,No,,10
Petitions,2012,1,n/a,Judicial separation,Male,Yes,,6
Petitions,2012,1,n/a,Nullity of marriage,Female,No,,46
Petitions,2012,1,n/a,Nullity of marriage,Female,Yes,,7
Petitions,2012,1,n/a,Nullity of marriage,Male,No,,38
Petitions,2012,1,n/a,Nullity of marriage,Male,Yes,,5
Petitions,2012,2,n/a,Dissolution of marriage,Female,No,,8668
Petitions,2012,2,n/a,Dissolution of marriage,Female,Yes,,10859
Petitions,2012,2,n/a,Dissolution of marriage,Male,No,,6036
Petitions,2012,2,n/a,Dissolution of marriage,Male,Yes,,4903
Petitions,2012,2,n/a,Dissolution of marriage,Unknown/Unspecified,No,,33
Petitions,2012,2,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,3
Petitions,2012,2,n/a,Judicial separation,Female,No,,28
Petitions,2012,2,n/a,Judicial separation,Female,Yes,,22
Petitions,2012,2,n/a,Judicial separation,Male,No,,3
Petitions,2012,2,n/a,Judicial separation,Male,Yes,,4
Petitions,2012,2,n/a,Nullity of marriage,Female,No,,59
Petitions,2012,2,n/a,Nullity of marriage,Female,Yes,,4
Petitions,2012,2,n/a,Nullity of marriage,Male,No,,40
Petitions,2012,2,n/a,Nullity of marriage,Male,Yes,,6
Petitions,2012,3,n/a,Dissolution of marriage,Female,No,,9199
Petitions,2012,3,n/a,Dissolution of marriage,Female,Yes,,10906
Petitions,2012,3,n/a,Dissolution of marriage,Male,No,,6065
Petitions,2012,3,n/a,Dissolution of marriage,Male,Yes,,4862
Petitions,2012,3,n/a,Dissolution of marriage,Unknown/Unspecified,No,,41
Petitions,2012,3,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,1
Petitions,2012,3,n/a,Judicial separation,Female,No,,23
Petitions,2012,3,n/a,Judicial separation,Female,Yes,,23
Petitions,2012,3,n/a,Judicial separation,Male,No,,6
Petitions,2012,3,n/a,Judicial separation,Male,Yes,,2
Petitions,2012,3,n/a,Nullity of marriage,Female,No,,56
Petitions,2012,3,n/a,Nullity of marriage,Female,Yes,,7
Petitions,2012,3,n/a,Nullity of marriage,Male,No,,37
Petitions,2012,3,n/a,Nullity of marriage,Male,Yes,,6
Petitions,2012,3,n/a,Nullity of marriage,Unknown/Unspecified,No,,1
Petitions,2012,4,n/a,Dissolution of marriage,Female,No,,8464
Petitions,2012,4,n/a,Dissolution of marriage,Female,Yes,,10448
Petitions,2012,4,n/a,Dissolution of marriage,Male,No,,5734
Petitions,2012,4,n/a,Dissolution of marriage,Male,Yes,,4494
Petitions,2012,4,n/a,Dissolution of marriage,Unknown/Unspecified,No,,27
Petitions,2012,4,n/a,Judicial separation,Female,No,,17
Petitions,2012,4,n/a,Judicial separation,Female,Yes,,30
Petitions,2012,4,n/a,Judicial separation,Male,No,,8
Petitions,2012,4,n/a,Judicial separation,Male,Yes,,5
Petitions,2012,4,n/a,Nullity of marriage,Female,No,,67
Petitions,2012,4,n/a,Nullity of marriage,Female,Yes,,10
Petitions,2012,4,n/a,Nullity of marriage,Male,No,,50
Petitions,2012,4,n/a,Nullity of marriage,Male,Yes,,5
Petitions,2013,1,n/a,Dissolution of marriage,Female,No,,8830
Petitions,2013,1,n/a,Dissolution of marriage,Female,Yes,,11093
Petitions,2013,1,n/a,Dissolution of marriage,Male,No,,6023
Petitions,2013,1,n/a,Dissolution of marriage,Male,Yes,,4921
Petitions,2013,1,n/a,Dissolution of marriage,Unknown/Unspecified,No,,27
Petitions,2013,1,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,2
Petitions,2013,1,n/a,Judicial separation,Female,No,,17
Petitions,2013,1,n/a,Judicial separation,Female,Yes,,32
Petitions,2013,1,n/a,Judicial separation,Male,No,,15
Petitions,2013,1,n/a,Judicial separation,Male,Yes,,6
Petitions,2013,1,n/a,Nullity of marriage,Female,No,,77
Petitions,2013,1,n/a,Nullity of marriage,Female,Yes,,10
Petitions,2013,1,n/a,Nullity of marriage,Male,No,,60
Petitions,2013,1,n/a,Nullity of marriage,Male,Yes,,5
Petitions,2013,2,n/a,Dissolution of marriage,Female,No,,9215
Petitions,2013,2,n/a,Dissolution of marriage,Female,Yes,,11354
Petitions,2013,2,n/a,Dissolution of marriage,Male,No,,6286
Petitions,2013,2,n/a,Dissolution of marriage,Male,Yes,,5146
Petitions,2013,2,n/a,Dissolution of marriage,Unknown/Unspecified,No,,37
Petitions,2013,2,n/a,Judicial separation,Female,No,,23
Petitions,2013,2,n/a,Judicial separation,Female,Yes,,22
Petitions,2013,2,n/a,Judicial separation,Male,No,,7
Petitions,2013,2,n/a,Judicial separation,Male,Yes,,4
Petitions,2013,2,n/a,Nullity of marriage,Female,No,,68
Petitions,2013,2,n/a,Nullity of marriage,Female,Yes,,8
Petitions,2013,2,n/a,Nullity of marriage,Male,No,,61
Petitions,2013,2,n/a,Nullity of marriage,Male,Yes,,5
Petitions,2013,3,n/a,Dissolution of marriage,Female,No,,8412
Petitions,2013,3,n/a,Dissolution of marriage,Female,Yes,,9322
Petitions,2013,3,n/a,Dissolution of marriage,Male,No,,6143
Petitions,2013,3,n/a,Dissolution of marriage,Male,Yes,,4528
Petitions,2013,3,n/a,Dissolution of marriage,Unknown/Unspecified,No,,27
Petitions,2013,3,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,1
Petitions,2013,3,n/a,Judicial separation,Female,No,,9
Petitions,2013,3,n/a,Judicial separation,Female,Yes,,15
Petitions,2013,3,n/a,Judicial separation,Male,No,,8
Petitions,2013,3,n/a,Judicial separation,Male,Yes,,3
Petitions,2013,3,n/a,Nullity of marriage,Female,No,,69
Petitions,2013,3,n/a,Nullity of marriage,Female,Yes,,11
Petitions,2013,3,n/a,Nullity of marriage,Male,No,,58
Petitions,2013,3,n/a,Nullity of marriage,Male,Yes,,6
Petitions,2013,4,n/a,Dissolution of marriage,Female,No,,7765
Petitions,2013,4,n/a,Dissolution of marriage,Female,Yes,,8232
Petitions,2013,4,n/a,Dissolution of marriage,Male,No,,5635
Petitions,2013,4,n/a,Dissolution of marriage,Male,Yes,,4476
Petitions,2013,4,n/a,Dissolution of marriage,Unknown/Unspecified,No,,27
Petitions,2013,4,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,1
Petitions,2013,4,n/a,Judicial separation,Female,No,,26
Petitions,2013,4,n/a,Judicial separation,Female,Yes,,19
Petitions,2013,4,n/a,Judicial separation,Male,No,,13
Petitions,2013,4,n/a,Judicial separation,Male,Yes,,2
Petitions,2013,4,n/a,Nullity of marriage,Female,No,,63
Petitions,2013,4,n/a,Nullity of marriage,Female,Yes,,15
Petitions,2013,4,n/a,Nullity of marriage,Male,No,,52
Petitions,2013,4,n/a,Nullity of marriage,Male,Yes,,6
Petitions,2014,1,n/a,Dissolution of marriage,Female,No,,8421
Petitions,2014,1,n/a,Dissolution of marriage,Female,Yes,,9127
Petitions,2014,1,n/a,Dissolution of marriage,Male,No,,6235
Petitions,2014,1,n/a,Dissolution of marriage,Male,Yes,,4724
Petitions,2014,1,n/a,Dissolution of marriage,Unknown/Unspecified,No,,41
Petitions,2014,1,n/a,Judicial separation,Female,No,,25
Petitions,2014,1,n/a,Judicial separation,Female,Yes,,21
Petitions,2014,1,n/a,Judicial separation,Male,No,,5
Petitions,2014,1,n/a,Judicial separation,Male,Yes,,7
Petitions,2014,1,n/a,Nullity of marriage,Female,No,,70
Petitions,2014,1,n/a,Nullity of marriage,Female,Yes,,12
Petitions,2014,1,n/a,Nullity of marriage,Male,No,,59
Petitions,2014,1,n/a,Nullity of marriage,Male,Yes,,6
Petitions,2014,2,n/a,Dissolution of marriage,Female,No,,8789
Petitions,2014,2,n/a,Dissolution of marriage,Female,Yes,,8075
Petitions,2014,2,n/a,Dissolution of marriage,Male,No,,6518
Petitions,2014,2,n/a,Dissolution of marriage,Male,Yes,,4151
Petitions,2014,2,n/a,Dissolution of marriage,Unknown/Unspecified,No,,46
Petitions,2014,2,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,1
Petitions,2014,2,n/a,Judicial separation,Female,No,,16
Petitions,2014,2,n/a,Judicial separation,Female,Yes,,13
Petitions,2014,2,n/a,Judicial separation,Male,No,,8
Petitions,2014,2,n/a,Judicial separation,Male,Yes,,1
Petitions,2014,2,n/a,Nullity of marriage,Female,No,,61
Petitions,2014,2,n/a,Nullity of marriage,Female,Yes,,12
Petitions,2014,2,n/a,Nullity of marriage,Male,No,,39
Petitions,2014,2,n/a,Nullity of marriage,Male,Yes,,6
Petitions,2014,3,n/a,Dissolution of marriage,Female,No,,9958
Petitions,2014,3,n/a,Dissolution of marriage,Female,Yes,,7938
Petitions,2014,3,n/a,Dissolution of marriage,Male,No,,7051
Petitions,2014,3,n/a,Dissolution of marriage,Male,Yes,,4130
Petitions,2014,3,n/a,Dissolution of marriage,Unknown/Unspecified,No,,58
Petitions,2014,3,n/a,Dissolution of marriage,Unknown/Unspecified,Yes,,8
Petitions,2014,3,n/a,Judicial separation,Female,No,,25
Petitions,2014,3,n/a,Judicial separation,Female,Yes,,25
Petitions,2014,3,n/a,Judicial separation,Male,No,,9
Petitions,2014,3,n/a,Judicial separation,Male,Yes,,4
Petitions,2014,3,n/a,Nullity of marriage,Female,No,,63
Petitions,2014,3,n/a,Nullity of marriage,Female,Yes,,7
Petitions,2014,3,n/a,Nullity of marriage,Male,No,,57
Petitions,2014,3,n/a,Nullity of marriage,Male,Yes,,1
Order Made,2003,1,Decree Nisis,Dissolution of marriage,n/a,n/a,No,37892
Order Made,2003,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,684
Order Made,2003,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,881
Order Made,2003,1,Decree Nisis,Nullity of marriage,n/a,n/a,No,47
Order Made,2003,1,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,5
Order Made,2003,1,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2003,2,Decree Nisis,Dissolution of marriage,n/a,n/a,No,37812
Order Made,2003,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,679
Order Made,2003,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,869
Order Made,2003,2,Decree Nisis,Nullity of marriage,n/a,n/a,No,50
Order Made,2003,2,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,3
Order Made,2003,2,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2003,3,Decree Nisis,Dissolution of marriage,n/a,n/a,No,38346
Order Made,2003,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,664
Order Made,2003,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,847
Order Made,2003,3,Decree Nisis,Nullity of marriage,n/a,n/a,No,39
Order Made,2003,3,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,3
Order Made,2003,3,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2003,4,Decree Nisis,Dissolution of marriage,n/a,n/a,No,36317
Order Made,2003,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,653
Order Made,2003,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,800
Order Made,2003,4,Decree Nisis,Nullity of marriage,n/a,n/a,No,38
Order Made,2003,4,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,6
Order Made,2003,4,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2004,1,Decree Nisis,Dissolution of marriage,n/a,n/a,No,38366
Order Made,2004,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,655
Order Made,2004,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,871
Order Made,2004,1,Decree Nisis,Nullity of marriage,n/a,n/a,No,81
Order Made,2004,1,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,6
Order Made,2004,1,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2004,2,Decree Nisis,Dissolution of marriage,n/a,n/a,No,37525
Order Made,2004,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,707
Order Made,2004,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,908
Order Made,2004,2,Decree Nisis,Nullity of marriage,n/a,n/a,No,64
Order Made,2004,2,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,4
Order Made,2004,2,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2004,3,Decree Nisis,Dissolution of marriage,n/a,n/a,No,38584
Order Made,2004,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,717
Order Made,2004,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,958
Order Made,2004,3,Decree Nisis,Nullity of marriage,n/a,n/a,No,51
Order Made,2004,3,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,3
Order Made,2004,3,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2004,4,Decree Nisis,Dissolution of marriage,n/a,n/a,No,34378
Order Made,2004,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,631
Order Made,2004,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,807
Order Made,2004,4,Decree Nisis,Nullity of marriage,n/a,n/a,No,75
Order Made,2004,4,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,5
Order Made,2004,4,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2005,1,Decree Nisis,Dissolution of marriage,n/a,n/a,No,35177
Order Made,2005,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,710
Order Made,2005,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,852
Order Made,2005,1,Decree Nisis,Nullity of marriage,n/a,n/a,No,55
Order Made,2005,1,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,2
Order Made,2005,1,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2005,2,Decree Nisis,Dissolution of marriage,n/a,n/a,No,34798
Order Made,2005,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,657
Order Made,2005,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,780
Order Made,2005,2,Decree Nisis,Nullity of marriage,n/a,n/a,No,48
Order Made,2005,2,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,4
Order Made,2005,2,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2005,3,Decree Nisis,Dissolution of marriage,n/a,n/a,No,34345
Order Made,2005,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,738
Order Made,2005,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,767
Order Made,2005,3,Decree Nisis,Nullity of marriage,n/a,n/a,No,58
Order Made,2005,3,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,4
Order Made,2005,3,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2005,4,Decree Nisis,Dissolution of marriage,n/a,n/a,No,30967
Order Made,2005,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,590
Order Made,2005,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,711
Order Made,2005,4,Decree Nisis,Nullity of marriage,n/a,n/a,No,73
Order Made,2005,4,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,2
Order Made,2005,4,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2006,1,Decree Nisis,Dissolution of marriage,n/a,n/a,No,33614
Order Made,2006,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,702
Order Made,2006,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,761
Order Made,2006,1,Decree Nisis,Nullity of marriage,n/a,n/a,No,63
Order Made,2006,1,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,1
Order Made,2006,1,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2006,2,Decree Nisis,Dissolution of marriage,n/a,n/a,No,31652
Order Made,2006,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,615
Order Made,2006,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,746
Order Made,2006,2,Decree Nisis,Nullity of marriage,n/a,n/a,No,61
Order Made,2006,2,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,1
Order Made,2006,2,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2006,3,Decree Nisis,Dissolution of marriage,n/a,n/a,No,32312
Order Made,2006,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,648
Order Made,2006,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,722
Order Made,2006,3,Decree Nisis,Nullity of marriage,n/a,n/a,No,44
Order Made,2006,3,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2006,4,Decree Nisis,Dissolution of marriage,n/a,n/a,No,31949
Order Made,2006,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,720
Order Made,2006,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,727
Order Made,2006,4,Decree Nisis,Nullity of marriage,n/a,n/a,No,55
Order Made,2006,4,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,1
Order Made,2006,4,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2007,1,Decree Nisis,Dissolution of marriage,n/a,n/a,No,33276
Order Made,2007,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,775
Order Made,2007,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,725
Order Made,2007,1,Decree Nisis,Nullity of marriage,n/a,n/a,No,41
Order Made,2007,1,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,1
Order Made,2007,1,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2007,2,Decree Nisis,Dissolution of marriage,n/a,n/a,No,31084
Order Made,2007,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,693
Order Made,2007,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,628
Order Made,2007,2,Decree Nisis,Nullity of marriage,n/a,n/a,No,52
Order Made,2007,2,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,2
Order Made,2007,2,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2007,3,Decree Nisis,Dissolution of marriage,n/a,n/a,No,32581
Order Made,2007,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,892
Order Made,2007,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,706
Order Made,2007,3,Decree Nisis,Nullity of marriage,n/a,n/a,No,36
Order Made,2007,3,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,3
Order Made,2007,3,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2007,4,Decree Nisis,Dissolution of marriage,n/a,n/a,No,30167
Order Made,2007,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,791
Order Made,2007,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,624
Order Made,2007,4,Decree Nisis,Nullity of marriage,n/a,n/a,No,44
Order Made,2007,4,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,2
Order Made,2007,4,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2008,1,Decree Nisis,Dissolution of marriage,n/a,n/a,No,29786
Order Made,2008,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,782
Order Made,2008,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,692
Order Made,2008,1,Decree Nisis,Nullity of marriage,n/a,n/a,No,44
Order Made,2008,1,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,6
Order Made,2008,1,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,5
Order Made,2008,2,Decree Nisis,Dissolution of marriage,n/a,n/a,No,28431
Order Made,2008,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,694
Order Made,2008,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,570
Order Made,2008,2,Decree Nisis,Nullity of marriage,n/a,n/a,No,46
Order Made,2008,2,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,4
Order Made,2008,2,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2008,3,Decree Nisis,Dissolution of marriage,n/a,n/a,No,30318
Order Made,2008,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,829
